rank,latitude,longitude,ml_probability,on_triassic,dist_to_triassic_m,formation_code,formation_name,rock_type,geo_bonus,composite_score,priority,elevation_m,slope_deg,aspect_deg,tri,tpi_15m,tpi_adj,composite_v2,rank_v2,rank_v1,rank_delta
45,38.25277777299269,-118.36638888924423,0.78978586,False,166378,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.7898,45,1735.0361328125,10.407114028930664,87.72438049316406,0.00830078125,-38.1685791015625,0.0,0.7898,46,45,-1
46,38.57583332918599,-118.40527777817496,0.78896171,False,137859,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.789,47,1704.716064453125,33.33600997924805,25.30023956298828,0.214111328125,93.465576171875,0.0,0.789,49,47,-2
47,39.22138888601594,-118.3586111114581,0.78885204,False,84747,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.7889,48,1694.668701171875,34.36228942871094,25.163169860839844,0.4117431640625,86.1834716796875,0.0,0.7889,50,48,-2
48,39.696944442510286,-117.85222222202448,0.78882098,False,28188,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.7888,49,1669.3021240234375,35.257266998291016,29.853187561035156,0.903076171875,-44.6683349609375,0.0,0.7888,51,49,-2
48,39.696944442510286,-117.85222222202448,0.78882098,False,28188,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.7888,49,1713.8392333984375,34.81693649291992,83.80204010009766,0.1331787109375,180.4559326171875,0.0,0.7888,51,49,-2
7,40.795555555790166,-117.45944444382418,0.82949549,False,14000,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.8295,18,1695.0908203125,34.238502502441406,84.71239471435547,0.0400390625,162.1624755859375,-0.05,0.7795,53,18,-35
9,40.79527777801184,-117.45861111048995,0.8188923,False,13952,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.8189,20,1683.05029296875,34.52614974975586,84.18949127197266,0.0069580078125,152.431396484375,-0.05,0.7688999999999999,54,20,-34
19,40.79972222246506,-118.1402777778899,0.79732817,False,14464,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.7973,28,1685.1953125,33.60590744018555,84.08419799804688,0.18994140625,28.83837890625,-0.05,0.7473,55,28,-27
29,40.751111111257984,-117.50916666609989,0.79402113,False,11544,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.794,35,1647.8858642578125,32.45114517211914,85.38846588134766,0.0484619140625,22.1751708984375,-0.05,0.744,56,35,-21
29,40.751111111257984,-117.50916666609989,0.79402113,False,11544,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.794,35,1646.93212890625,34.39820861816406,26.26833152770996,0.716552734375,66.98388671875,-0.05,0.744,56,35,-21
36,40.795555555790166,-117.4591666660461,0.79210216,False,13994,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.7921,40,1696.6728515625,34.91461944580078,83.83454132080078,0.0498046875,164.1973876953125,-0.05,0.7421,58,40,-18
42,40.724722222317,-117.5219444438914,0.7904619,False,10438,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.7905,44,1695.555908203125,34.597267150878906,295.138671875,0.1522216796875,61.0301513671875,-0.05,0.7404999999999999,59,44,-15
49,40.79583333356849,-117.4591666660461,0.78878969,False,14024,TRc,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",limestone,0.0,0.7888,49,1713.8392333984375,34.81693649291992,83.80204010009766,0.1331787109375,180.4559326171875,-0.05,0.7387999999999999,60,49,-11
