uuid,geopoint,taxonomicstatus,recordset,dqs,stateprovince,earliestepochorlowestseries,earliestperiodorlowestsystem,catalognumber,startdayofyear,collector,verbatimlocality,datemodified,countrycode,basisofrecord,institutioncode,mediarecords,continent,datecollected,etag,recordnumber,hasImage,highertaxon,collectionid,indexData,hasMedia,coordinateuncertainty,occurrenceid,earliestageorloweststage,institutionid,country,locality,collectioncode,canonicalname,eventdate,flags,verbatimeventdate,formation,recordids,datasetid,phylum,genus,scientificname,taxonrank,family,kingdom,taxonid,dwc:identificationRemarks,dc:language,dwc:verbatimCoordinates,dc:type,dwc:recordedBy,dwc:georeferencedDate,dcterms:accessRights,dwc:occurrenceID,dwc:dateIdentified,dwc:earliestEpochOrLowestSeries,id,dwc:stateProvince,dwc:eventDate,dwc:collectionID,dwc:institutionCode,dwc:country,dwc:earliestPeriodOrLowestSystem,dwc:collectionCode,dwc:higherClassification,dwc:decimalLatitude,dwc:occurrenceRemarks,dwc:basisOfRecord,dwc:identifiedBy,dwc:georeferenceSources,dwc:previousIdentifications,dcterms:license,dwc:eventRemarks,dwc:locationAccordingTo,dwc:locality,dwc:institutionID,dwc:associatedMedia,dwc:geodeticDatum,dwc:formation,dwc:catalogNumber,dwc:higherGeography,dwc:decimalLongitude,dwc:coordinateUncertaintyInMeters,dwc:otherCatalogNumbers,dwc:verbatimLocality,dwc:georeferencedBy,dwc:verbatimEventDate,dwc:degreeOfEstablishment,dwc:eventTime,dwc:recordNumber,dwc:preparations,dwc:verbatimCoordinateSystem,dwc:georeferenceProtocol,dcterms:modified,dwc:earliestAgeOrLowestStage,dwc:class,dwc:genus,dwc:phylum,dwc:taxonRank,dwc:kingdom,dwc:family,dwc:scientificName,dwc:order,individualcount,county,latestperiodorhighestsystem,earliesteraorlowesterathem,latesteraorhighesterathem,latestageorhigheststage,latestepochorhighestseries,specificepithet,dwc:latestPeriodOrHighestSystem,dwc:county,dwc:individualCount,dwc:continent,dwc:latestEpochOrHighestSeries,dwc:latestAgeOrHighestStage,dwc:datasetName,dwc:latestEraOrHighestErathem,dwc:earliestEraOrLowestErathem,dwc:scientificNameAuthorship,dwc:specificEpithet,geologicalcontextid,typestatus,dcterms:references,dwc:informationWithheld,dwc:typeStatus,dwc:locationID,dwc:geologicalContextID,dwc:nomenclaturalCode,dcterms:language,dcterms:rightsHolder,dwc:disposition,dwc:associatedReferences,dcterms:type,dwc:month,dwc:year,class,order,query_genus,group,dwc:startDayOfYear,dwc:group,dwc:endDayOfYear,dwc:day,latesteonorhighesteonothem,earliesteonorlowesteonothem,dwc:latestEonOrHighestEonothem,dwc:earliestEonOrLowestEonothem,member,fieldnumber,dwc:fieldNumber,dwc:georeferenceRemarks,dwc:member,dwc:countryCode,dwc:occurrenceStatus,dwc:habitat,dwc:verbatimElevation,dwc:verbatimLatitude,dwc:georeferenceVerificationStatus,dwc:ownerInstitutionCode,dwc:higherGeographyID,dwc:locationRemarks,dwc:Identification,dwc:verbatimLongitude,dwc:genericName,dwc:identifiedByID,dwc:dynamicProperties,dwc:dataGeneralizations,dwc:namePublishedInYear,commonnames,commonname,dcterms:bibliographicCitation,dwc:taxonRemarks,dwc:vernacularName,dwc:datasetID,lithostratigraphicterms,dwc:lithostratigraphicTerms,dwc:identificationReferences,latitude,longitude,coord_unc_m,lon_r,lat_r,coord_pair
79149f74-b072-4380-aae3-72d14f67cf99,"{'lat': 40.440358, 'lon': -118.404438}",doubtful,96c3abce-e58b-4f4a-9d65-615e760da213,0.37681159420289856,nevada,middle,triassic,vp6399,213.0,dr. glenn w. storrs,,2022-09-22T16:54:54.071557+00:00,usa,fossilspecimen,cmc,,north america,1998-08-01T00:00:00+00:00,73987833f017c6de802e5d44df3bdc9206a21b95,,False,,,"{'idigbio:dateModified': '2022-09-22T16:54:54.071557', 'dwc:recordedBy': 'Dr. Glenn W. Storrs', 'idigbio:uuid': '79149f74-b072-4380-aae3-72d14f67cf99', 'dwc:georeferencedDate': '8/4/2016', 'dwc:fieldNumber': 'GWS-98-37', 'dwc:individualCount': '1', 'idigbio:recordIds': ['96c3abce-e58b-4f4a-9d65-615e760da213\\9b7f8b3b-f5d7-4b46-8718-65c95ef2846a'], 'dwc:occurrenceID': '9b7f8b3b-f5d7-4b46-8718-65c95ef2846a', 'flag_dwc_taxonrank_replaced': True, 'dcterms:language': 'en', 'dwc:decimalLatitude': '40.440358', 'flag_gbif_genericname_added': True, 'id': '9b7f8b3b-f5d7-4b46-8718-65c95ef2846a', 'flag_dwc_datasetid_added': True, 'idigbio:parent': '96c3abce-e58b-4f4a-9d65-615e760da213', 'dwc:stateProvince': 'Nevada', 'flag_gbif_taxon_corrected': True, 'dwc:parentnameusageid': '3239018', 'dwc:eventDate': '8/1/1998', 'dwc:country': 'United States', 'dwc:earliestPeriodOrLowestSystem': 'Triassic', 'dwc:multimedia': [{'dcterms:license': 'creative commons attribution share alike 3.0 unported', 'dcterms:title': 'c. buchseri fossil', 'dcterms:references': 'http://commons.wikimedia.org/wiki/file:cymbospondylus_buchseri.jpg', 'coreid': '4818000', 'dcterms:identifier': 'http://upload.wikimedia.org/wikipedia/commons/0/03/cymbospondylus_buchseri.jpg', 'dcterms:source': 'english wikipedia - species pages', 'dcterms:description': 'english: fossil cymbospondylus', 'dcterms:creator': 'ghedoghedo', 'dcterms:publisher': 'wikimedia commons'}, {'dcterms:license': 'creative commons attribution share alike 3.0 unported', 'dcterms:title': 'cymbospondylus-fossil', 'dcterms:references': 'http://commons.wikimedia.org/wiki/file:cymbospondylus_buchseri.jpg', 'coreid': '4818000', 'dcterms:identifier': 'http://upload.wikimedia.org/wikipedia/commons/0/03/cymbospondylus_buchseri.jpg', 'dcterms:source': 'german wikipedia - species pages', 'dcterms:description': 'english: fossil cymbospondylus', 'dcterms:creator': 'ghedoghedo', 'dcterms:publisher': 'wikimedia commons'}], 'idigbio:etag': '73987833f017c6de802e5d44df3bdc9206a21b95', 'dwc:collectionCode': 'Vertebrate Paleontology', 'flag_dwc_multimedia_added': True, 'dwc:county': 'Pershing County', 'dwc:georeferenceRemarks': 'Centroid place at geographic center of location and the uncertainty is made to include its whole perimeter.', 'dwc:basisOfRecord': 'FossilSpecimen', 'dwc:taxonomicstatus': 'doubtful', 'dwc:continent': 'North America', 'idigbio:isocountrycode': 'usa', 'flag_dwc_parentnameusageid_added': True, 'flag_dwc_taxonid_added': True, 'dwc:geodeticDatum': 'WGS 84', 'idigbio:siblings': {}, 'flag_idigbio_isocountrycode_added': True, 'gbif:canonicalname': 'Cymbospondylus', 'dwc:scientificnameauthorship': 'leidy, 1868', 'gbif:genericname': 'cymbospondylus', 'dwc:georeferenceSources': 'GeoLocate', 'dwc:institutionCode': 'CMC', 'dwc:formation': 'Favret Formation', 'dwc:catalogNumber': 'VP6399', 'dwc:taxonid': '4818000', 'dwc:nomenclaturalCode': 'ICZN', 'dcterms:type': 'PhysicalObject', 'flag_gbif_canonicalname_added': True, 'flag_dwc_scientificnameauthorship_added': True, 'dwc:member': 'Fossil Hill Member', 'dwc:georeferencedBy': 'Mr. Stanley Hedeen', 'dwc:earliestEpochOrLowestSeries': 'Middle', 'dwc:decimalLongitude': '-118.404438', 'flag_dwc_taxonomicstatus_added': True, 'dwc:datasetid': '0938172b-2086-439c-a1dd-c21cb0109ed5', 'dwc:earliestEraOrLowestErathem': 'Mesozoic', 'dwc:georeferenceProtocol': 'Georeferencing Quick Guide', 'dcterms:modified': '2022-08-17T10:10:30.000Z', 'dwc:coordinateUncertaintyInMeters': '96848', 'dwc:genus': 'Cymbospondylus', 'dwc:phylum': 'Chordata', 'dwc:namePublishedInYear': '2006', 'dwc:scientificNameAuthorship': 'Nichollsi, 2006', 'dwc:taxonID': '11339924', 'dwc:taxonRank': 'genus', 'dwc:kingdom': 'Animalia', 'dwc:family': 'Shastasauridae', 'dwc:scientificName': 'Cymbospondylus'}",False,96848.0,9b7f8b3b-f5d7-4b46-8718-65c95ef2846a,,,united states,,vertebrate paleontology,cymbospondylus,8/1/1998,"['dwc_taxonrank_replaced', 'gbif_genericname_added', 'dwc_datasetid_added', 'gbif_taxon_corrected', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'gbif_canonicalname_added', 'dwc_scientificnameauthorship_added', 'dwc_taxonomicstatus_added']",,favret formation,['96c3abce-e58b-4f4a-9d65-615e760da213\\9b7f8b3b-f5d7-4b46-8718-65c95ef2846a'],0938172b-2086-439c-a1dd-c21cb0109ed5,chordata,cymbospondylus,cymbospondylus,genus,shastasauridae,animalia,11339924,,,,,Dr. Glenn W. Storrs,8/4/2016,,9b7f8b3b-f5d7-4b46-8718-65c95ef2846a,,Middle,9b7f8b3b-f5d7-4b46-8718-65c95ef2846a,Nevada,8/1/1998,,CMC,United States,Triassic,Vertebrate Paleontology,,40.440358,,FossilSpecimen,,GeoLocate,,,,,,,,WGS 84,Favret Formation,VP6399,,-118.404438,96848,,,Mr. Stanley Hedeen,,,,,,,Georeferencing Quick Guide,2022-08-17T10:10:30.000Z,,Reptilia,Cymbospondylus,Chordata,Species,Animalia,Shastasauridae,Cymbospondylus sp.,Ichthyopterygia,1.0,pershing county,,mesozoic,,,,,,Pershing County,1,North America,,,,,Mesozoic,,sp.,,,,,,,,ICZN,en,,,,PhysicalObject,,,,,Cymbospondylus,,,,,,,,,,fossil hill member,gws-98-37,GWS-98-37,Centroid place at geographic center of location and the uncertainty is made to include its whole perimeter.,Fossil Hill Member,,,,,,,,,,,,,,,,,,,,,,,,,,40.440358,-118.404438,96848.0,-118.4,40.44,"(-118.4, 40.44)"
a386bf1c-27c9-41d1-b649-bd1e2ccecf02,"{'lat': 40.440358, 'lon': -118.404438}",doubtful,96c3abce-e58b-4f4a-9d65-615e760da213,0.37681159420289856,nevada,middle,triassic,vp6396,182.0,dr. glenn w. storrs,,2022-09-22T16:54:54.071557+00:00,usa,fossilspecimen,cmc,,north america,1998-07-01T00:00:00+00:00,c90f4801070c8587bdfb409d50c6edc66c6060ee,,False,,,"{'idigbio:dateModified': '2022-09-22T16:54:54.071557', 'dwc:recordedBy': 'Dr. Glenn W. Storrs', 'idigbio:uuid': 'a386bf1c-27c9-41d1-b649-bd1e2ccecf02', 'dwc:georeferencedDate': '8/4/2016', 'dwc:fieldNumber': 'GWS-98-21', 'dwc:individualCount': '1', 'idigbio:recordIds': ['96c3abce-e58b-4f4a-9d65-615e760da213\\08277c3e-c4bb-44dd-90c8-ec8d8aef4c93'], 'dwc:occurrenceID': '08277c3e-c4bb-44dd-90c8-ec8d8aef4c93', 'flag_dwc_taxonrank_replaced': True, 'dcterms:language': 'en', 'dwc:decimalLatitude': '40.440358', 'flag_gbif_genericname_added': True, 'id': '08277c3e-c4bb-44dd-90c8-ec8d8aef4c93', 'flag_dwc_datasetid_added': True, 'idigbio:parent': '96c3abce-e58b-4f4a-9d65-615e760da213', 'dwc:stateProvince': 'Nevada', 'flag_gbif_taxon_corrected': True, 'dwc:parentnameusageid': '3239018', 'dwc:eventDate': '7/1/1998', 'dwc:country': 'United States', 'dwc:earliestPeriodOrLowestSystem': 'Triassic', 'dwc:multimedia': [{'dcterms:license': 'creative commons attribution share alike 3.0 unported', 'dcterms:title': 'c. buchseri fossil', 'dcterms:references': 'http://commons.wikimedia.org/wiki/file:cymbospondylus_buchseri.jpg', 'coreid': '4818000', 'dcterms:identifier': 'http://upload.wikimedia.org/wikipedia/commons/0/03/cymbospondylus_buchseri.jpg', 'dcterms:source': 'english wikipedia - species pages', 'dcterms:description': 'english: fossil cymbospondylus', 'dcterms:creator': 'ghedoghedo', 'dcterms:publisher': 'wikimedia commons'}, {'dcterms:license': 'creative commons attribution share alike 3.0 unported', 'dcterms:title': 'cymbospondylus-fossil', 'dcterms:references': 'http://commons.wikimedia.org/wiki/file:cymbospondylus_buchseri.jpg', 'coreid': '4818000', 'dcterms:identifier': 'http://upload.wikimedia.org/wikipedia/commons/0/03/cymbospondylus_buchseri.jpg', 'dcterms:source': 'german wikipedia - species pages', 'dcterms:description': 'english: fossil cymbospondylus', 'dcterms:creator': 'ghedoghedo', 'dcterms:publisher': 'wikimedia commons'}], 'idigbio:etag': 'c90f4801070c8587bdfb409d50c6edc66c6060ee', 'dwc:collectionCode': 'Vertebrate Paleontology', 'flag_dwc_multimedia_added': True, 'dwc:county': 'Pershing County', 'dwc:georeferenceRemarks': 'Centroid place at geographic center of location and the uncertainty is made to include its whole perimeter.', 'dwc:basisOfRecord': 'FossilSpecimen', 'dwc:taxonomicstatus': 'doubtful', 'dwc:continent': 'North America', 'idigbio:isocountrycode': 'usa', 'flag_dwc_parentnameusageid_added': True, 'flag_dwc_taxonid_added': True, 'dwc:geodeticDatum': 'WGS 84', 'idigbio:siblings': {}, 'flag_idigbio_isocountrycode_added': True, 'gbif:canonicalname': 'Cymbospondylus', 'dwc:scientificnameauthorship': 'leidy, 1868', 'gbif:genericname': 'cymbospondylus', 'dwc:georeferenceSources': 'GeoLocate', 'dwc:institutionCode': 'CMC', 'dwc:formation': 'Favret Formation', 'dwc:catalogNumber': 'VP6396', 'dwc:taxonid': '4818000', 'dwc:nomenclaturalCode': 'ICZN', 'dcterms:type': 'PhysicalObject', 'flag_gbif_canonicalname_added': True, 'flag_dwc_scientificnameauthorship_added': True, 'dwc:member': 'Fossil Hill Member', 'dwc:georeferencedBy': 'Mr. Stanley Hedeen', 'dwc:earliestEpochOrLowestSeries': 'Middle', 'dwc:decimalLongitude': '-118.404438', 'flag_dwc_taxonomicstatus_added': True, 'dwc:datasetid': '0938172b-2086-439c-a1dd-c21cb0109ed5', 'dwc:earliestEraOrLowestErathem': 'Mesozoic', 'dwc:georeferenceProtocol': 'Georeferencing Quick Guide', 'dcterms:modified': '2022-08-17T10:11:21.000Z', 'dwc:coordinateUncertaintyInMeters': '96848', 'dwc:genus': 'Cymbospondylus', 'dwc:phylum': 'Chordata', 'dwc:namePublishedInYear': '2006', 'dwc:scientificNameAuthorship': 'Nichollsi, 2006', 'dwc:taxonID': '11339924', 'dwc:taxonRank': 'genus', 'dwc:kingdom': 'Animalia', 'dwc:family': 'Shastasauridae', 'dwc:scientificName': 'Cymbospondylus'}",False,96848.0,08277c3e-c4bb-44dd-90c8-ec8d8aef4c93,,,united states,,vertebrate paleontology,cymbospondylus,7/1/1998,"['dwc_taxonrank_replaced', 'gbif_genericname_added', 'dwc_datasetid_added', 'gbif_taxon_corrected', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'gbif_canonicalname_added', 'dwc_scientificnameauthorship_added', 'dwc_taxonomicstatus_added']",,favret formation,['96c3abce-e58b-4f4a-9d65-615e760da213\\08277c3e-c4bb-44dd-90c8-ec8d8aef4c93'],0938172b-2086-439c-a1dd-c21cb0109ed5,chordata,cymbospondylus,cymbospondylus,genus,shastasauridae,animalia,11339924,,,,,Dr. Glenn W. Storrs,8/4/2016,,08277c3e-c4bb-44dd-90c8-ec8d8aef4c93,,Middle,08277c3e-c4bb-44dd-90c8-ec8d8aef4c93,Nevada,7/1/1998,,CMC,United States,Triassic,Vertebrate Paleontology,,40.440358,,FossilSpecimen,,GeoLocate,,,,,,,,WGS 84,Favret Formation,VP6396,,-118.404438,96848,,,Mr. Stanley Hedeen,,,,,,,Georeferencing Quick Guide,2022-08-17T10:11:21.000Z,,Reptilia,Cymbospondylus,Chordata,Species,Animalia,Shastasauridae,Cymbospondylus sp.,Ichthyopterygia,1.0,pershing county,,mesozoic,,,,,,Pershing County,1,North America,,,,,Mesozoic,,sp.,,,,,,,,ICZN,en,,,,PhysicalObject,,,,,Cymbospondylus,,,,,,,,,,fossil hill member,gws-98-21,GWS-98-21,Centroid place at geographic center of location and the uncertainty is made to include its whole perimeter.,Fossil Hill Member,,,,,,,,,,,,,,,,,,,,,,,,,,40.440358,-118.404438,96848.0,-118.4,40.44,"(-118.4, 40.44)"
619a1e01-22e0-4d5e-b7ce-4802e09b9fd4,"{'lat': 40.440358, 'lon': -118.404438}",doubtful,96c3abce-e58b-4f4a-9d65-615e760da213,0.36231884057971014,nevada,middle,triassic,vp7396a,269.0,cincinnati museum of natural history & science,,2022-09-22T16:54:54.071557+00:00,usa,fossilspecimen,cmc,,north america,1996-09-25T00:00:00+00:00,d2d46a564698c13f63a09d2403f308535e1e97c4,,False,,,"{'idigbio:dateModified': '2022-09-22T16:54:54.071557', 'dwc:county': 'Pershing County', 'dwc:recordedBy': 'Cincinnati Museum of Natural History & Science', 'idigbio:uuid': '619a1e01-22e0-4d5e-b7ce-4802e09b9fd4', 'dwc:georeferencedDate': '8/4/2016', 'dwc:fieldNumber': 'GWS-96-3', 'dwc:individualCount': '1', 'idigbio:recordIds': ['96c3abce-e58b-4f4a-9d65-615e760da213\\03e10c4b-1402-41e4-a0f8-7ed047bd2f34'], 'dwc:occurrenceID': '03e10c4b-1402-41e4-a0f8-7ed047bd2f34', 'flag_dwc_taxonrank_replaced': True, 'dcterms:language': 'en', 'dwc:decimalLatitude': '40.440358', 'flag_gbif_genericname_added': True, 'id': '03e10c4b-1402-41e4-a0f8-7ed047bd2f34', 'flag_dwc_datasetid_added': True, 'idigbio:parent': '96c3abce-e58b-4f4a-9d65-615e760da213', 'dwc:stateProvince': 'Nevada', 'flag_gbif_taxon_corrected': True, 'dwc:parentnameusageid': '3239018', 'dwc:eventDate': '1996', 'dwc:country': 'United States', 'dwc:earliestPeriodOrLowestSystem': 'Triassic', 'dwc:multimedia': [{'dcterms:license': 'creative commons attribution share alike 3.0 unported', 'dcterms:title': 'c. buchseri fossil', 'dcterms:references': 'http://commons.wikimedia.org/wiki/file:cymbospondylus_buchseri.jpg', 'coreid': '4818000', 'dcterms:identifier': 'http://upload.wikimedia.org/wikipedia/commons/0/03/cymbospondylus_buchseri.jpg', 'dcterms:source': 'english wikipedia - species pages', 'dcterms:description': 'english: fossil cymbospondylus', 'dcterms:creator': 'ghedoghedo', 'dcterms:publisher': 'wikimedia commons'}, {'dcterms:license': 'creative commons attribution share alike 3.0 unported', 'dcterms:title': 'cymbospondylus-fossil', 'dcterms:references': 'http://commons.wikimedia.org/wiki/file:cymbospondylus_buchseri.jpg', 'coreid': '4818000', 'dcterms:identifier': 'http://upload.wikimedia.org/wikipedia/commons/0/03/cymbospondylus_buchseri.jpg', 'dcterms:source': 'german wikipedia - species pages', 'dcterms:description': 'english: fossil cymbospondylus', 'dcterms:creator': 'ghedoghedo', 'dcterms:publisher': 'wikimedia commons'}], 'idigbio:etag': 'd2d46a564698c13f63a09d2403f308535e1e97c4', 'dwc:collectionCode': 'Vertebrate Paleontology', 'flag_dwc_multimedia_added': True, 'dwc:georeferenceRemarks': 'Centroid place at geographic center of location and the uncertainty is made to include its whole perimeter.', 'dwc:basisOfRecord': 'FossilSpecimen', 'dwc:taxonomicstatus': 'doubtful', 'dwc:continent': 'North America', 'idigbio:isocountrycode': 'usa', 'flag_dwc_parentnameusageid_added': True, 'flag_dwc_taxonid_added': True, 'dwc:geodeticDatum': 'WGS 84', 'idigbio:siblings': {}, 'flag_idigbio_isocountrycode_added': True, 'gbif:canonicalname': 'Cymbospondylus', 'dwc:scientificnameauthorship': 'leidy, 1868', 'gbif:genericname': 'cymbospondylus', 'dwc:georeferenceSources': 'GeoLocate', 'dwc:institutionCode': 'CMC', 'dwc:formation': 'Favret Formation', 'dwc:catalogNumber': 'VP7396A', 'dwc:taxonid': '4818000', 'dwc:nomenclaturalCode': 'ICZN', 'dcterms:type': 'PhysicalObject', 'flag_gbif_canonicalname_added': True, 'flag_dwc_scientificnameauthorship_added': True, 'dwc:decimalLongitude': '-118.404438', 'dwc:georeferencedBy': 'Mr. Stanley Hedeen', 'dwc:earliestEpochOrLowestSeries': 'Middle', 'flag_dwc_taxonomicstatus_added': True, 'dwc:datasetid': '0938172b-2086-439c-a1dd-c21cb0109ed5', 'dwc:earliestEraOrLowestErathem': 'Mesozoic', 'dwc:georeferenceProtocol': 'Georeferencing Quick Guide', 'dcterms:modified': '2022-08-17T10:36:52.000Z', 'dwc:coordinateUncertaintyInMeters': '96848', 'dwc:genus': 'Cymbospondylus', 'dwc:phylum': 'Chordata', 'dwc:namePublishedInYear': '2006', 'dwc:scientificNameAuthorship': 'Nichollsi, 2006', 'dwc:taxonID': '11339924', 'dwc:taxonRank': 'genus', 'dwc:kingdom': 'Animalia', 'dwc:family': 'Shastasauridae', 'dwc:scientificName': 'Cymbospondylus'}",False,96848.0,03e10c4b-1402-41e4-a0f8-7ed047bd2f34,,,united states,,vertebrate paleontology,cymbospondylus,1996,"['dwc_taxonrank_replaced', 'gbif_genericname_added', 'dwc_datasetid_added', 'gbif_taxon_corrected', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'gbif_canonicalname_added', 'dwc_scientificnameauthorship_added', 'dwc_taxonomicstatus_added']",,favret formation,['96c3abce-e58b-4f4a-9d65-615e760da213\\03e10c4b-1402-41e4-a0f8-7ed047bd2f34'],0938172b-2086-439c-a1dd-c21cb0109ed5,chordata,cymbospondylus,cymbospondylus,genus,shastasauridae,animalia,11339924,,,,,Cincinnati Museum of Natural History & Science,8/4/2016,,03e10c4b-1402-41e4-a0f8-7ed047bd2f34,,Middle,03e10c4b-1402-41e4-a0f8-7ed047bd2f34,Nevada,1996,,CMC,United States,Triassic,Vertebrate Paleontology,,40.440358,,FossilSpecimen,,GeoLocate,,,,,,,,WGS 84,Favret Formation,VP7396A,,-118.404438,96848,,,Mr. Stanley Hedeen,,,,,,,Georeferencing Quick Guide,2022-08-17T10:36:52.000Z,,Reptilia,Cymbospondylus,Chordata,Species,Animalia,Shastasauridae,Cymbospondylus sp.,Ichthyopterygia,1.0,pershing county,,mesozoic,,,,,,Pershing County,1,North America,,,,,Mesozoic,,sp.,,,,,,,,ICZN,en,,,,PhysicalObject,,,,,Cymbospondylus,,,,,,,,,,,gws-96-3,GWS-96-3,Centroid place at geographic center of location and the uncertainty is made to include its whole perimeter.,,,,,,,,,,,,,,,,,,,,,,,,,,,40.440358,-118.404438,96848.0,-118.4,40.44,"(-118.4, 40.44)"
